Unnamed: 0,#,ประเภท,รายการ,สร้างโดย,ชื่อลูกค้า,รหัสลูกค้า,อีเมลลูกค้า,เบอร์โทรศัพท์ลูกค้า,ที่อยู่ลูกค้า,เลขผู้เสียภาษี,อ้างอิง,ช่องทางการขาย,วันที่ทำรายการ,ส่วนลด,รายได้จาก Platform,ค่าส่ง (ที่เรียกเก็บจากลูกค้า),มูลค่ารวมก่อนภาษี,ภาษีมูลค่าเพิ่ม,วันส่งสินค้า,Tracking No,ช่องทางจัดส่ง,ชื่อผู้รับ,เบอร์โทรศัพท์ผู้รับ,อีเมลผู้รับ,ที่อยู่/จัดส่ง,รหัสไปรษณีย์,จังหวัด,อำเภอ/เขต,ตำบล/แขวง,มูลค่า,หมายเหตุ,Tag,สถานะรายการ,คลัง/สาขา,สถานะการชำระเงิน,ใบกำกับภาษี,ช่องทางการชำระเงิน,จำนวนเงินที่ชำระ,วันที่ชำระเงิน,Payment ID,รหัสสินค้า,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,ส่วนลดต่อหน่วย,ราคารวม,ล็อต,หมวดหมู่
Shopee,289,ขายออก,DD206379,Admin,Somporn Nakornthap,3803,somporn.nakornthap@example.com,087347572,"694 หมู่ 3, Chiang Mai",,,Shopee,03/05/2025,,-50.0,50,600.0,0.0,,TH36401120,J&T Express,Somporn Nakornthap,087347572,,"197 หมู่ 2, Chiang Mai",90171,Chiang Mai,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,650.0,03/05/2025,,DD013,Peanut Butter Biscuits,3,200,0.0,600.0,,Treats
Distributor,290,ขายออก,DD977311,Admin,Nattanon Pongsuwan,5277,nattanon.pongsuwan@example.com,071606752,"307 หมู่ 10, Bangkok",,,Distributor,06/03/2025,,,100,7500.0,0.0,,TH82319630,Kerry Express,Nattanon Pongsuwan,071606752,,"396 หมู่ 4, Bangkok",95092,Bangkok,,,7500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,7600.0,08/03/2025,,DD002,Premium Adult Kibble (All Breeds),5,1500,0.0,7500.0,,Dry Food
Website,291,ขายออก,DD193246,Admin,Nattacha Saengchan,4407,nattacha.saengchan@example.com,065166289,"588 หมู่ 5, Pathum Thani",,,Website,19/02/2025,15.0,,50,9520.0,0.0,,TH90552707,Flash Express,Nattacha Saengchan,065166289,,"866 หมู่ 10, Pathum Thani",15629,Pathum Thani,,,9520.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,9570.0,20/02/2025,,DD018,Senior Care Package,4,2800,420.0,9520.0,,Bundles
In-store,292,ขายออก,DD909253,Admin,Wichaya Jairai,5567,wichaya.jairai@example.com,087575273,"744 หมู่ 15, Nonthaburi",,,In-store,17/11/2024,,,80,240.0,0.0,,TH14569146,Flash Express,Wichaya Jairai,087575273,,"927 หมู่ 15, Nonthaburi",81101,Nonthaburi,,,240.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,320.0,17/11/2024,,DD007,Beef & Vegetable Wet Food,2,120,0.0,240.0,,Wet Food
Shopee,293,ขายออก,DD976058,Admin,Wichit Jairam,7997,wichit.jairam@example.com,095291256,"114 หมู่ 18, Nakhon Ratchasima",,,Shopee,03/05/2025,,-80.0,80,1800.0,0.0,,TH57463403,Kerry Express,Wichit Jairam,095291256,,"503 หมู่ 17, Nakhon Ratchasima",82590,Nakhon Ratchasima,,,1800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,1880.0,04/05/2025,,DD016,Multivitamin Chews,3,600,0.0,1800.0,,Supplements
In-store,294,ขายออก,DD823953,Admin,Wichai Jaidee,1364,wichai.jaidee@example.com,084850404,"300 หมู่ 7, Phuket",,,In-store,31/01/2025,,,80,7200.0,0.0,,TH32232465,Kerry Express,Wichai Jaidee,084850404,,"761 หมู่ 12, Phuket",25504,Phuket,,,7200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,7280.0,02/02/2025,,DD004,Grain-Free Salmon & Sweet Potato,4,1800,0.0,7200.0,,Dry Food
Lazada,295,ขายออก,DD745513,Admin,Somrak Pongsak,4149,somrak.pongsak@example.com,094674153,"85 หมู่ 17, Chiang Mai",,,Lazada,13/03/2025,10.0,-100.0,100,4860.0,0.0,,TH87804671,Thailand Post,Somrak Pongsak,094674153,,"777 หมู่ 17, Chiang Mai",54921,Chiang Mai,,,4860.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,4960.0,13/03/2025,,DD004,Grain-Free Salmon & Sweet Potato,3,1800,180.0,4860.0,,Dry Food
Shopee,296,ขายออก,DD103626,Admin,Ratchaphon Thongpol,5025,ratchaphon.thongpol@example.com,061735053,"219 หมู่ 16, Songkhla",,,Shopee,24/01/2025,,-50.0,50,360.0,0.0,,TH71025545,Thailand Post,Ratchaphon Thongpol,061735053,,"824 หมู่ 14, Songkhla",59597,Songkhla,,,360.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,410.0,26/01/2025,,DD008,Chicken & Rice Wet Food,3,120,0.0,360.0,,Wet Food
Website,297,ขายออก,DD887839,Admin,Sirithorn Nakornpat,5332,sirithorn.nakornpat@example.com,086584581,"998 หมู่ 13, Rayong",,,Website,12/03/2025,15.0,,70,1445.0,0.0,,TH44753961,Flash Express,Sirithorn Nakornpat,086584581,,"55 หมู่ 12, Rayong",38690,Rayong,,,1445.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1515.0,14/03/2025,,DD006,Sensitive Stomach Formula,1,1700,255.0,1445.0,,Dry Food
Website,298,ขายออก,DD444912,Admin,Wichai Ruangrit,1314,wichai.ruangrit@example.com,084858804,"788 หมู่ 9, Khon Kaen",,,Website,05/03/2025,,,60,7500.0,0.0,,TH42992373,Thailand Post,Wichai Ruangrit,084858804,,"17 หมู่ 15, Khon Kaen",91494,Khon Kaen,,,7500.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Bank Transfer,,,,DD002,Premium Adult Kibble (All Breeds),5,1500,0.0,7500.0,,Dry Food
Lazada,299,ขายออก,DD296292,Admin,Siripat Ruangsan,6176,siripat.ruangsan@example.com,066124524,"723 หมู่ 12, Bangkok",,,Lazada,18/11/2024,,-70.0,70,5400.0,0.0,,TH46554696,J&T Express,Siripat Ruangsan,066124524,,"210 หมู่ 17, Bangkok",63144,Bangkok,,,5400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,5470.0,19/11/2024,,DD004,Grain-Free Salmon & Sweet Potato,3,1800,0.0,5400.0,,Dry Food
In-store,300,ขายออก,DD744795,Admin,Somchai Nakornthai,7784,somchai.nakornthai@example.com,096860616,"522 หมู่ 15, Pathum Thani",,,In-store,16/12/2024,,,100,1050.0,0.0,,TH87266579,Flash Express,Somchai Nakornthai,096860616,,"379 หมู่ 7, Pathum Thani",60071,Pathum Thani,,,1050.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1150.0,16/12/2024,,DD011,Dental Chew Sticks (Large),3,350,0.0,1050.0,,Treats
Lazada,301,ขายออก,DD514627,Admin,Wichuda Nakornpat,8367,wichuda.nakornpat@example.com,094827271,"255 หมู่ 19, Khon Kaen",,,Lazada,20/03/2025,,-70.0,70,8400.0,0.0,,TH93663358,Flash Express,Wichuda Nakornpat,094827271,,"547 หมู่ 18, Khon Kaen",97201,Khon Kaen,,,8400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,8470.0,21/03/2025,,DD018,Senior Care Package,3,2800,0.0,8400.0,,Bundles
Lazada,302,ขายออก,DD207669,Admin,Sirirat Jairak,6816,sirirat.jairak@example.com,093940107,"351 หมู่ 12, Bangkok",,,Lazada,29/03/2025,,-80.0,80,3200.0,0.0,,TH59689468,Kerry Express,Sirirat Jairak,093940107,,"618 หมู่ 5, Bangkok",94685,Bangkok,,,3200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,3280.0,29/03/2025,,DD014,Hip & Joint Supplement,4,800,0.0,3200.0,,Supplements
Lazada,303,ขายออก,DD657373,Admin,Nattacha Nakornpat,4250,nattacha.nakornpat@example.com,072717355,"894 หมู่ 2, Ayutthaya",,,Lazada,04/03/2025,,-60.0,60,5600.0,0.0,,TH35298938,Thailand Post,Nattacha Nakornpat,072717355,,"556 หมู่ 15, Ayutthaya",86102,Ayutthaya,,,5600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,5660.0,05/03/2025,,DD018,Senior Care Package,2,2800,0.0,5600.0,,Bundles
Lazada,304,ขายออก,DD769250,Admin,Ratchanee Saengchan,8398,ratchanee.saengchan@example.com,085147413,"600 หมู่ 17, Nonthaburi",,,Lazada,02/02/2025,,-100.0,100,3400.0,0.0,,TH15755536,Thailand Post,Ratchanee Saengchan,085147413,,"52 หมู่ 6, Nonthaburi",21826,Nonthaburi,,,3400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,3500.0,03/02/2025,,DD006,Sensitive Stomach Formula,2,1700,0.0,3400.0,,Dry Food
Lazada,305,ขายออก,DD358916,Admin,Sirichai Jaiyen,4395,sirichai.jaiyen@example.com,093113687,"814 หมู่ 14, Rayong",,,Lazada,24/01/2025,,-80.0,80,250.0,0.0,,TH82132062,J&T Express,Sirichai Jaiyen,093113687,,"141 หมู่ 6, Rayong",99080,Rayong,,,250.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,330.0,24/01/2025,,DD010,Dental Chew Sticks (Small),1,250,0.0,250.0,,Treats
Shopee,306,ขายออก,DD495797,Admin,Somsak Pongpat,2036,somsak.pongpat@example.com,096387059,"809 หมู่ 13, Bangkok",,,Shopee,03/12/2024,,-60.0,60,1800.0,0.0,,TH64403298,J&T Express,Somsak Pongpat,096387059,,"268 หมู่ 13, Bangkok",53481,Bangkok,,,1800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,1860.0,03/12/2024,,DD004,Grain-Free Salmon & Sweet Potato,1,1800,0.0,1800.0,,Dry Food
Lazada,307,ขายออก,DD463334,Admin,Siriwan Saengchan,5076,siriwan.saengchan@example.com,098496196,"66 หมู่ 6, Chonburi",,,Lazada,16/03/2025,,-70.0,70,250.0,0.0,,TH90521377,Thailand Post,Siriwan Saengchan,098496196,,"809 หมู่ 2, Chonburi",85645,Chonburi,,,250.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,320.0,18/03/2025,,DD010,Dental Chew Sticks (Small),1,250,0.0,250.0,,Treats
In-store,308,ขายออก,DD281413,Admin,Siriporn Pongsuwan,9240,siriporn.pongsuwan@example.com,073531196,"52 หมู่ 1, Chiang Mai",,,In-store,13/05/2025,,,80,600.0,0.0,,TH96826584,Thailand Post,Siriporn Pongsuwan,073531196,,"790 หมู่ 18, Chiang Mai",63997,Chiang Mai,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,680.0,13/05/2025,,DD016,Multivitamin Chews,1,600,0.0,600.0,,Supplements
Website,309,ขายออก,DD379349,Admin,Rattana Thongpan,3790,rattana.thongpan@example.com,093593449,"301 หมู่ 13, Phuket",,,Website,29/03/2025,,,70,240.0,0.0,,TH55893516,Flash Express,Rattana Thongpan,093593449,,"923 หมู่ 7, Phuket",36639,Phuket,,,240.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,310.0,31/03/2025,,DD007,Beef & Vegetable Wet Food,2,120,0.0,240.0,,Wet Food
Shopee,310,ขายออก,DD728889,Admin,Somrak Jaisai,8170,somrak.jaisai@example.com,095299489,"64 หมู่ 11, Rayong",,,Shopee,05/05/2025,,-60.0,60,3750.0,0.0,,TH72091445,Flash Express,Somrak Jaisai,095299489,,"97 หมู่ 6, Rayong",42991,Rayong,,,3750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,3810.0,07/05/2025,,DD015,Skin & Coat Supplement,5,750,0.0,3750.0,,Supplements
Lazada,311,ขายออก,DD387166,Admin,Somsak Thongchai,9787,somsak.thongchai@example.com,097557642,"963 หมู่ 19, Nonthaburi",,,Lazada,20/04/2025,,-50.0,50,6000.0,0.0,,TH68980966,Flash Express,Somsak Thongchai,097557642,,"898 หมู่ 18, Nonthaburi",24016,Nonthaburi,,,6000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,6050.0,21/04/2025,,DD001,Premium Puppy Kibble (Small Breed),5,1200,0.0,6000.0,,Dry Food
Shopee,312,ขายออก,DD201489,Admin,Somrak Pongsakorn,6820,somrak.pongsakorn@example.com,072180859,"981 หมู่ 13, Pathum Thani",,,Shopee,22/03/2025,,-50.0,50,900.0,0.0,,TH25269936,Thailand Post,Somrak Pongsakorn,072180859,,"346 หมู่ 6, Pathum Thani",58542,Pathum Thani,,,900.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,950.0,23/03/2025,,DD012,Training Treats (Chicken),5,180,0.0,900.0,,Treats
Distributor,313,ขายออก,DD989694,Admin,Siriwan Suksawat,1437,siriwan.suksawat@example.com,091112036,"155 หมู่ 6, Bangkok",,,Distributor,12/12/2024,,,100,600.0,0.0,,,Thailand Post,Siriwan Suksawat,091112036,,"90 หมู่ 6, Bangkok",40766,Bangkok,,,600.0,,,ยกเลิก,สต๊อกกลาง,ยกเลิก,,Bank Transfer,,,,DD008,Chicken & Rice Wet Food,5,120,0.0,600.0,,Wet Food
Shopee,314,ขายออก,DD275405,Admin,Sirithorn Pongpanich,5597,sirithorn.pongpanich@example.com,081837566,"592 หมู่ 4, Bangkok",,,Shopee,09/05/2025,,-60.0,60,350.0,0.0,,TH75396719,Flash Express,Sirithorn Pongpanich,081837566,,"84 หมู่ 13, Bangkok",77847,Bangkok,,,350.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,410.0,09/05/2025,,DD011,Dental Chew Sticks (Large),1,350,0.0,350.0,,Treats
Lazada,315,ขายออก,DD126572,Admin,Siriwan Thongsuk,7697,siriwan.thongsuk@example.com,099410184,"647 หมู่ 10, Chiang Mai",,,Lazada,14/03/2025,5.0,-80.0,80,1330.0,0.0,,TH12791338,J&T Express,Siriwan Thongsuk,099410184,,"676 หมู่ 9, Chiang Mai",63463,Chiang Mai,,,1330.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,1410.0,14/03/2025,,DD005,Weight Management Formula,1,1400,70.0,1330.0,,Dry Food
Website,316,ขายออก,DD558818,Admin,Wichaya Suksawat,3251,wichaya.suksawat@example.com,085795817,"662 หมู่ 5, Bangkok",,,Website,13/12/2024,,,60,1600.0,0.0,,TH10910913,Kerry Express,Wichaya Suksawat,085795817,,"404 หมู่ 7, Bangkok",88972,Bangkok,,,1600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,1660.0,15/12/2024,,DD014,Hip & Joint Supplement,2,800,0.0,1600.0,,Supplements
In-store,317,ขายออก,DD366285,Admin,Siriporn Suksawat,6577,siriporn.suksawat@example.com,064486444,"547 หมู่ 4, Khon Kaen",,,In-store,10/12/2024,,,100,2400.0,0.0,,TH82279852,Kerry Express,Siriporn Suksawat,064486444,,"976 หมู่ 8, Khon Kaen",83474,Khon Kaen,,,2400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,2500.0,12/12/2024,,DD016,Multivitamin Chews,4,600,0.0,2400.0,,Supplements
Shopee,318,ขายออก,DD150755,Admin,Siriwan Nakornthai,9488,siriwan.nakornthai@example.com,063845376,"178 หมู่ 7, Pathum Thani",,,Shopee,02/12/2024,,-60.0,60,7500.0,0.0,,TH75882505,Thailand Post,Siriwan Nakornthai,063845376,,"315 หมู่ 7, Pathum Thani",71554,Pathum Thani,,,7500.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,7560.0,04/12/2024,,DD017,Puppy Starter Kit,3,2500,0.0,7500.0,,Bundles
Shopee,319,ขายออก,DD161715,Admin,Nattanicha Srisuk,7199,nattanicha.srisuk@example.com,062726334,"547 หมู่ 16, Bangkok",,,Shopee,19/11/2024,10.0,-50.0,50,162.0,0.0,,TH98347675,Flash Express,Nattanicha Srisuk,062726334,,"798 หมู่ 4, Bangkok",28051,Bangkok,,,162.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Prompt Pay,,,,DD012,Training Treats (Chicken),1,180,18.0,162.0,,Treats
Distributor,320,ขายออก,DD585443,Admin,Siripong Jairai,3113,siripong.jairai@example.com,089033651,"21 หมู่ 4, Udon Thani",,,Distributor,04/02/2025,,,50,6000.0,0.0,,TH54300721,J&T Express,Siripong Jairai,089033651,,"384 หมู่ 12, Udon Thani",48563,Udon Thani,,,6000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,6050.0,05/02/2025,,DD001,Premium Puppy Kibble (Small Breed),5,1200,0.0,6000.0,,Dry Food
Lazada,321,ขายออก,DD280324,Admin,Sirithorn Nakornsri,7073,sirithorn.nakornsri@example.com,092545288,"495 หมู่ 19, Phuket",,,Lazada,27/02/2025,,-70.0,70,3750.0,0.0,,TH58127034,Flash Express,Sirithorn Nakornsri,092545288,,"980 หมู่ 2, Phuket",65856,Phuket,,,3750.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,3820.0,01/03/2025,,DD015,Skin & Coat Supplement,5,750,0.0,3750.0,,Supplements
Lazada,322,ขายออก,DD816112,Admin,Nattacha Thongsri,4720,nattacha.thongsri@example.com,082138422,"433 หมู่ 1, Bangkok",,,Lazada,27/12/2024,,-100.0,100,2800.0,0.0,,TH22872874,Flash Express,Nattacha Thongsri,082138422,,"996 หมู่ 4, Bangkok",38036,Bangkok,,,2800.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,2900.0,28/12/2024,,DD005,Weight Management Formula,2,1400,0.0,2800.0,,Dry Food
Lazada,323,ขายออก,DD431612,Admin,Nattanon Jairak,5157,nattanon.jairak@example.com,083740855,"874 หมู่ 6, Nakhon Ratchasima",,,Lazada,11/04/2025,,-70.0,70,130.0,0.0,,TH17770032,J&T Express,Nattanon Jairak,083740855,,"429 หมู่ 10, Nakhon Ratchasima",90206,Nakhon Ratchasima,,,130.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,COD,200.0,13/04/2025,,DD009,Lamb & Pea Wet Food,1,130,0.0,130.0,,Wet Food
In-store,324,ขายออก,DD915915,Admin,Nattaya Sae-tang,8456,nattaya.sae-tang@example.com,083597979,"638 หมู่ 3, Bangkok",,,In-store,06/12/2024,5.0,,100,570.0,0.0,,TH94784708,Thailand Post,Nattaya Sae-tang,083597979,,"542 หมู่ 18, Bangkok",47383,Bangkok,,,570.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,670.0,07/12/2024,,DD016,Multivitamin Chews,1,600,30.0,570.0,,Supplements
Shopee,325,ขายออก,DD776419,Admin,Rattana Pongsakorn,8925,rattana.pongsakorn@example.com,075272513,"809 หมู่ 12, Ayutthaya",,,Shopee,15/12/2024,,-50.0,50,3200.0,0.0,,TH84847531,Thailand Post,Rattana Pongsakorn,075272513,,"576 หมู่ 12, Ayutthaya",71869,Ayutthaya,,,3200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,3250.0,15/12/2024,,DD003,Premium Senior Kibble (Large Breed),2,1600,0.0,3200.0,,Dry Food
Shopee,326,ขายออก,DD508548,Admin,Somrak Pongsak,3073,somrak.pongsak@example.com,099970922,"313 หมู่ 6, Phuket",,,Shopee,02/01/2025,,-70.0,70,3000.0,0.0,,TH94771701,Thailand Post,Somrak Pongsak,099970922,,"811 หมู่ 17, Phuket",50097,Phuket,,,3000.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,TrueMoney Wallet,3070.0,04/01/2025,,DD002,Premium Adult Kibble (All Breeds),2,1500,0.0,3000.0,,Dry Food
In-store,327,ขายออก,DD809163,Admin,Nattawut Jairam,5920,nattawut.jairam@example.com,078604323,"879 หมู่ 9, Bangkok",,,In-store,28/12/2024,,,100,180.0,0.0,,TH16504938,Thailand Post,Nattawut Jairam,078604323,,"115 หมู่ 8, Bangkok",48445,Bangkok,,,180.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Prompt Pay,280.0,29/12/2024,,DD012,Training Treats (Chicken),1,180,0.0,180.0,,Treats
Shopee,328,ขายออก,DD411997,Admin,Somkid Nakornpol,9146,somkid.nakornpol@example.com,081783258,"229 หมู่ 19, Bangkok",,,Shopee,11/12/2024,,-80.0,80,4200.0,0.0,,TH12337180,Thailand Post,Somkid Nakornpol,081783258,,"609 หมู่ 15, Bangkok",98090,Bangkok,,,4200.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,4280.0,11/12/2024,,DD005,Weight Management Formula,3,1400,0.0,4200.0,,Dry Food
In-store,329,ขายออก,DD791150,Admin,Somkid Sae-lim,9989,somkid.sae-lim@example.com,078793604,"794 หมู่ 16, Khon Kaen",,,In-store,02/12/2024,,,70,240.0,0.0,,TH55464342,Flash Express,Somkid Sae-lim,078793604,,"717 หมู่ 7, Khon Kaen",38804,Khon Kaen,,,240.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,310.0,03/12/2024,,DD007,Beef & Vegetable Wet Food,2,120,0.0,240.0,,Wet Food
Website,330,ขายออก,DD331322,Admin,Somsak Ruangrit,5869,somsak.ruangrit@example.com,079209061,"538 หมู่ 7, Bangkok",,,Website,26/04/2025,,,100,600.0,0.0,,TH92376464,Thailand Post,Somsak Ruangrit,079209061,,"652 หมู่ 3, Bangkok",96673,Bangkok,,,600.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,700.0,27/04/2025,,DD016,Multivitamin Chews,1,600,0.0,600.0,,Supplements
Shopee,331,ขายออก,DD266963,Admin,Sirithorn Pongsak,8610,sirithorn.pongsak@example.com,067934198,"838 หมู่ 16, Bangkok",,,Shopee,07/04/2025,10.0,-70.0,70,1080.0,0.0,,TH64432801,Thailand Post,Sirithorn Pongsak,067934198,,"704 หมู่ 17, Bangkok",75614,Bangkok,,,1080.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Bank Transfer,,,,DD016,Multivitamin Chews,2,600,60.0,1080.0,,Supplements
Lazada,332,ขายออก,DD443130,Admin,Nattacha Sae-lim,2196,nattacha.sae-lim@example.com,082605752,"720 หมู่ 16, Nonthaburi",,,Lazada,12/04/2025,15.0,-50.0,50,2720.0,0.0,,TH38808715,Flash Express,Nattacha Sae-lim,082605752,,"24 หมู่ 3, Nonthaburi",30608,Nonthaburi,,,2720.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,2770.0,12/04/2025,,DD003,Premium Senior Kibble (Large Breed),2,1600,240.0,2720.0,,Dry Food
Shopee,333,ขายออก,DD154943,Admin,Wichuda Nakornthai,5601,wichuda.nakornthai@example.com,091516394,"334 หมู่ 16, Phuket",,,Shopee,15/04/2025,,-70.0,70,5400.0,0.0,,TH40459094,Kerry Express,Wichuda Nakornthai,091516394,,"833 หมู่ 3, Phuket",23503,Phuket,,,5400.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Bank Transfer,5470.0,15/04/2025,,DD004,Grain-Free Salmon & Sweet Potato,3,1800,0.0,5400.0,,Dry Food
Shopee,334,ขายออก,DD116939,Admin,Sirithorn Suksawat,1075,sirithorn.suksawat@example.com,062872154,"231 หมู่ 12, Chiang Rai",,,Shopee,14/02/2025,,-60.0,60,2800.0,0.0,,TH16490750,Thailand Post,Sirithorn Suksawat,062872154,,"962 หมู่ 14, Chiang Rai",78607,Chiang Rai,,,2800.0,,,รอจัดส่ง,สต๊อกกลาง,รอชำระ,,Prompt Pay,,,,DD018,Senior Care Package,1,2800,0.0,2800.0,,Bundles
Website,335,ขายออก,DD548934,Admin,Somrak Thongchai,5071,somrak.thongchai@example.com,069623041,"617 หมู่ 3, Khon Kaen",,,Website,23/04/2025,15.0,,70,1190.0,0.0,,TH32421435,Thailand Post,Somrak Thongchai,069623041,,"2 หมู่ 7, Khon Kaen",84400,Khon Kaen,,,1190.0,,,สำเร็จ,สต๊อกกลาง,ชำระครบ,,Credit Card,1260.0,24/04/2025,,DD005,Weight Management Formula,1,1400,210.0,1190.0,,Dry Food
